entrada_time,salida_time,año,precio_entrada,precio_salida,resultado,pnl_usd,pnl_pct,capital,duracion_h,rango_imp_pct,tp1_hit,imp_low,imp_high
2021-07-29 04:00:00,2021-07-29 04:00:00,2021,41052.58,40756.08,SL,-36.94,-0.72,10193.49,0.0,5.1,False,40295.0,42362.0
2021-07-30 08:00:00,2021-07-30 08:00:00,2021,39137.79,38461.18,SL,-88.11,-1.73,10105.38,0.0,4.4,False,38129.0,39811.0
2021-08-01 23:00:00,2021-08-01 23:00:00,2021,47410.01,47109.3,SL,-32.05,-0.63,10073.33,0.0,9.8,False,45774.0,50264.0
2021-08-04 00:00:00,2021-08-04 03:00:00,2021,45761.05,45352.41,SL,-4.72,-0.09,10068.61,3.0,7.3,True,44477.0,47726.0
2021-08-04 14:00:00,2021-08-04 14:00:00,2021,45391.49,45061.35,SL,-36.61,-0.73,10032.0,0.0,4.3,False,44698.0,46600.0
2021-08-06 01:00:00,2021-08-06 01:00:00,2021,44593.4,45273.74,TP2,46.57,0.93,10078.57,0.0,5.1,True,43537.0,45759.0
2021-08-06 12:00:00,2021-08-06 14:00:00,2021,44657.28,44259.73,SL,-4.58,-0.09,10073.98,2.0,6.0,True,43615.0,46236.0
2021-08-08 23:00:00,2021-08-08 23:00:00,2021,45377.18,45980.13,TP2,36.91,0.73,10110.89,0.0,11.6,True,43170.0,48166.0
2021-08-09 11:00:00,2021-08-09 11:00:00,2021,47209.96,46440.17,SL,-82.43,-1.63,10028.46,0.0,6.3,False,45718.0,48588.0
2021-08-10 02:00:00,2021-08-10 03:00:00,2021,45645.05,45330.02,SL,-34.61,-0.69,9993.85,1.0,7.3,False,44449.0,47712.0
2021-08-10 19:00:00,2021-08-10 22:00:00,2021,45618.65,46497.26,TP2,66.28,1.33,10060.13,3.0,4.7,True,44788.0,46876.0
2021-08-11 16:00:00,2021-08-11 16:00:00,2021,45723.87,46487.26,TP2,53.9,1.07,10114.03,0.0,6.0,True,44551.0,47234.0
2021-08-12 00:00:00,2021-08-12 00:00:00,2021,46456.81,46064.48,SL,-42.71,-0.84,10071.32,0.0,9.1,False,44883.0,48948.0
2021-08-16 08:00:00,2021-08-16 09:00:00,2021,45044.76,44668.45,SL,-1.8,-0.04,10069.52,1.0,6.9,True,43869.0,46905.0
2021-08-18 11:00:00,2021-08-18 12:00:00,2021,46326.32,47072.58,TP2,51.01,1.01,10120.53,1.0,5.8,True,45146.0,47774.0
2021-08-21 03:00:00,2021-08-21 04:00:00,2021,43139.26,42754.61,SL,-45.12,-0.89,10075.41,1.0,4.4,False,42381.0,44261.0
2021-08-21 17:00:00,2021-08-21 18:00:00,2021,43295.66,42790.78,SL,-18.59,-0.37,10056.82,1.0,3.1,True,42630.0,43954.0
2021-08-22 02:00:00,2021-08-22 02:00:00,2021,44553.65,44208.09,SL,-39.0,-0.78,10017.82,0.0,15.2,False,42122.0,48516.0
2021-08-22 19:00:00,2021-08-22 19:00:00,2021,44140.34,44826.44,TP2,47.93,0.96,10065.75,0.0,4.6,True,43189.0,45174.0
2021-08-24 18:00:00,2021-08-24 23:00:00,2021,44814.79,43859.54,SL,-67.56,-1.34,9998.2,5.0,3.3,True,43655.0,45116.0
2021-08-25 12:00:00,2021-08-25 23:00:00,2021,42933.21,42637.25,SL,5.58,0.11,10003.77,11.0,7.7,True,41755.0,44964.0
2021-08-28 11:00:00,2021-08-28 12:00:00,2021,41625.72,41179.06,SL,-13.77,-0.28,9990.01,1.0,4.9,True,40755.0,42734.0
2021-08-29 22:00:00,2021-08-29 23:00:00,2021,39970.92,39495.49,SL,-19.61,-0.39,9970.4,1.0,6.4,True,38857.0,41363.0
2021-08-31 22:00:00,2021-08-31 22:00:00,2021,37952.81,37670.4,SL,-37.09,-0.74,9933.3,0.0,5.6,False,37182.0,39256.0
2021-09-04 20:00:00,2021-09-04 21:00:00,2021,44259.02,45114.4,TP2,66.21,1.33,9999.51,1.0,6.3,True,43190.0,45911.0
2021-09-05 10:00:00,2021-09-05 10:00:00,2021,46104.63,45477.51,SL,-68.01,-1.36,9931.5,0.0,9.1,False,44297.0,48348.0
2021-09-08 17:00:00,2021-09-08 17:00:00,2021,46414.62,46116.39,SL,-31.91,-0.64,9899.6,0.0,7.2,False,45236.0,48514.0
2021-09-09 07:00:00,2021-09-09 10:00:00,2021,45011.09,44367.69,SL,-31.41,-0.63,9868.19,3.0,4.0,True,44060.0,45802.0
2021-09-10 17:00:00,2021-09-10 18:00:00,2021,43762.15,43419.7,SL,-38.61,-0.78,9829.58,1.0,3.4,False,43204.0,44685.0
2021-09-11 08:00:00,2021-09-11 08:00:00,2021,42474.82,42170.68,SL,-35.19,-0.72,9794.39,0.0,5.3,False,41674.0,43864.0
2021-09-11 20:00:00,2021-09-11 20:00:00,2021,41444.7,41108.27,SL,-39.75,-0.81,9754.63,0.0,3.5,False,40891.0,42328.0
2021-09-13 13:00:00,2021-09-13 15:00:00,2021,41400.43,42032.52,TP2,45.34,0.93,9799.97,2.0,7.2,True,40107.0,42990.0
2021-09-14 14:00:00,2021-09-14 18:00:00,2021,42001.42,41644.72,SL,-2.43,-0.05,9797.54,4.0,5.0,True,41194.0,43253.0
2021-09-16 06:00:00,2021-09-16 06:00:00,2021,40720.29,40328.78,SL,-47.1,-0.96,9750.44,0.0,1.8,False,40379.0,41099.0
2021-09-17 09:00:00,2021-09-17 10:00:00,2021,40055.52,39429.74,SL,-76.16,-1.56,9674.27,1.0,4.8,False,39038.0,40896.0
2021-09-18 11:00:00,2021-09-18 11:00:00,2021,39710.65,39349.17,SL,-44.03,-0.91,9630.24,0.0,7.5,False,38565.0,41448.0
2021-09-23 09:00:00,2021-09-23 10:00:00,2021,43436.92,43915.31,TP2,24.4,0.51,9654.64,1.0,6.0,True,42091.0,44613.0
2021-09-24 08:00:00,2021-09-24 10:00:00,2021,43985.84,44691.26,TP2,48.57,1.01,9703.2,2.0,3.9,True,43166.0,44866.0
2021-09-27 22:00:00,2021-09-27 22:00:00,2021,45901.84,45401.23,SL,-52.91,-1.09,9650.29,0.0,8.8,False,44272.0,48186.0
2021-09-28 07:00:00,2021-09-28 08:00:00,2021,47613.88,48376.3,TP2,48.43,1.0,9698.72,1.0,3.6,True,46777.0,48481.0
2021-09-30 20:00:00,2021-09-30 21:00:00,2021,47220.97,46656.96,SL,-19.28,-0.4,9679.44,1.0,9.8,True,45333.0,49784.0
2021-10-03 11:00:00,2021-10-03 11:00:00,2021,62310.75,61303.8,SL,-78.21,-1.62,9601.23,0.0,4.1,False,60842.0,63344.0
2021-10-03 20:00:00,2021-10-03 20:00:00,2021,61711.2,61164.34,SL,-42.54,-0.89,9558.68,0.0,6.3,False,60219.0,63985.0
2021-10-06 16:00:00,2021-10-06 16:00:00,2021,64189.85,63618.18,SL,-42.56,-0.89,9516.12,0.0,5.7,False,62773.0,66328.0
2021-10-07 07:00:00,2021-10-07 07:00:00,2021,64838.2,63922.79,SL,-67.18,-1.41,9448.94,0.0,4.0,False,63480.0,65988.0
2021-10-07 20:00:00,2021-10-07 23:00:00,2021,64844.97,63566.18,SL,-55.82,-1.18,9393.12,3.0,7.3,True,62351.0,66875.0
2021-10-12 16:00:00,2021-10-12 16:00:00,2021,62760.26,62487.36,SL,-20.42,-0.43,9372.7,0.0,14.1,False,59775.0,68195.0
2021-10-17 12:00:00,2021-10-17 15:00:00,2021,66207.6,65674.44,SL,-0.25,-0.01,9372.45,3.0,4.3,True,65142.0,67923.0
2021-10-18 04:00:00,2021-10-18 04:00:00,2021,60846.51,60065.23,SL,-60.17,-1.28,9312.28,0.0,15.8,False,57111.0,66113.0
2021-10-20 22:00:00,2021-10-21 00:00:00,2021,61493.18,62764.79,TP2,68.33,1.47,9380.61,2.0,4.7,True,60441.0,63303.0
2021-10-25 13:00:00,2021-10-25 14:00:00,2021,50687.24,49769.77,SL,-47.76,-1.02,9332.85,1.0,4.8,True,49276.0,51619.0
2021-10-25 22:00:00,2021-10-25 22:00:00,2021,49720.73,50687.96,TP2,62.79,1.35,9395.64,0.0,4.9,True,48780.0,51174.0
2021-10-27 22:00:00,2021-10-27 22:00:00,2021,51040.63,50481.8,SL,-51.44,-1.09,9344.21,0.0,11.4,False,48764.0,54326.0
2021-10-31 10:00:00,2021-10-31 13:00:00,2021,47472.33,46674.18,SL,-41.51,-0.89,9302.7,3.0,7.9,True,45678.0,49271.0
2021-11-03 16:00:00,2021-11-03 18:00:00,2021,61358.7,60380.26,SL,-37.26,-0.8,9265.44,2.0,3.2,True,60143.0,62038.0
2021-11-04 09:00:00,2021-11-04 11:00:00,2021,60715.41,60339.38,SL,8.44,0.18,9273.88,2.0,9.2,True,58753.0,64180.0
2021-11-11 18:00:00,2021-11-11 18:00:00,2021,65766.53,66751.62,TP2,41.77,0.9,9315.65,0.0,25.4,True,59645.0,74823.0
2021-11-16 02:00:00,2021-11-16 02:00:00,2021,63865.67,63213.29,SL,-47.58,-1.02,9268.07,0.0,10.4,False,61287.0,67665.0
2021-11-18 16:00:00,2021-11-18 16:00:00,2021,68721.77,68615.9,SL,-7.14,-0.15,9260.93,0.0,22.1,False,63781.0,77886.0
2021-11-20 14:00:00,2021-11-20 15:00:00,2021,66473.86,67647.49,TP2,54.03,1.17,9314.97,1.0,15.4,True,62634.0,72285.0
2021-11-21 01:00:00,2021-11-21 01:00:00,2021,70082.04,70637.28,TP2,9.29,0.2,9324.25,0.0,7.1,True,67412.0,72230.0
2021-11-21 14:00:00,2021-11-21 14:00:00,2021,69620.6,69130.23,SL,-32.84,-0.7,9291.41,0.0,4.6,False,68494.0,71620.0
2021-11-22 02:00:00,2021-11-22 03:00:00,2021,68942.13,68076.36,SL,-21.35,-0.46,9270.07,1.0,10.1,True,66070.0,72759.0
2021-11-22 10:00:00,2021-11-22 11:00:00,2021,69508.25,68955.0,SL,0.19,0.0,9270.26,1.0,6.4,True,67850.0,72198.0
2021-11-24 04:00:00,2021-11-24 04:00:00,2021,72343.24,73396.1,TP2,39.8,0.86,9310.05,0.0,8.5,True,69701.0,75607.0
2021-11-24 19:00:00,2021-11-24 19:00:00,2021,74144.66,73069.88,SL,-67.48,-1.45,9242.58,0.0,5.7,False,72085.0,76206.0
2021-11-25 16:00:00,2021-11-25 16:00:00,2021,75361.16,76316.94,TP2,31.08,0.67,9273.66,0.0,6.6,True,72991.0,77780.0
2021-11-27 23:00:00,2021-11-28 04:00:00,2021,75648.98,74671.71,SL,-22.99,-0.5,9250.67,5.0,12.3,True,71908.0,80719.0
2021-11-29 07:00:00,2021-11-29 08:00:00,2021,77300.43,78444.44,TP2,40.84,0.88,9291.51,1.0,3.9,True,75764.0,78755.0
2021-12-08 01:00:00,2021-12-08 02:00:00,2021,41380.73,41928.5,TP2,33.81,0.73,9325.32,1.0,4.2,True,40450.0,42169.0
2021-12-10 04:00:00,2021-12-10 07:00:00,2021,40620.36,40249.95,SL,-5.26,-0.11,9320.06,3.0,5.6,True,39720.0,41957.0
2021-12-17 23:00:00,2021-12-18 01:00:00,2021,30040.53,29370.76,SL,-67.15,-1.44,9252.9,2.0,9.3,True,28594.0,31248.0
2021-12-18 23:00:00,2021-12-19 00:00:00,2021,30895.95,30314.74,SL,-87.03,-1.88,9165.87,1.0,12.1,False,29213.0,32738.0
2021-12-26 05:00:00,2021-12-26 13:00:00,2021,32034.81,32540.49,TP2,44.96,0.98,9210.83,8.0,6.6,True,31123.0,33163.0
2021-12-27 15:00:00,2021-12-27 15:00:00,2021,35821.5,35505.86,SL,-40.58,-0.88,9170.25,0.0,7.5,False,34790.0,37414.0
2021-12-28 03:00:00,2021-12-28 03:00:00,2021,35081.89,34763.02,SL,-41.68,-0.91,9128.57,0.0,5.9,False,34267.0,36299.0
2021-12-30 11:00:00,2021-12-30 12:00:00,2021,34644.34,35334.22,TP2,63.51,1.39,9192.08,1.0,3.7,True,34154.0,35430.0
2021-12-31 17:00:00,2021-12-31 19:00:00,2021,34036.02,34606.07,TP2,49.49,1.08,9241.57,2.0,15.1,True,32077.0,36921.0
2022-01-04 02:00:00,2022-01-04 02:00:00,2022,43058.99,43465.22,TP2,16.16,0.35,9257.72,0.0,6.5,True,41577.0,44288.0
2022-01-04 11:00:00,2022-01-04 13:00:00,2022,43623.81,44513.45,TP2,66.61,1.44,9324.34,2.0,5.9,True,42685.0,45186.0
2022-01-06 03:00:00,2022-01-06 03:00:00,2022,43624.53,44380.93,TP2,52.94,1.14,9377.27,0.0,5.6,True,42599.0,44985.0
2022-01-11 05:00:00,2022-01-11 05:00:00,2022,39994.1,40524.78,TP2,34.27,0.73,9411.54,0.0,7.4,True,38640.0,41494.0
2022-01-12 16:00:00,2022-01-12 16:00:00,2022,42206.42,41651.53,SL,-61.87,-1.31,9349.67,0.0,4.1,False,41347.0,43024.0
2022-01-12 23:00:00,2022-01-13 00:00:00,2022,41356.56,41912.83,TP2,35.01,0.75,9384.69,1.0,7.2,True,39995.0,42864.0
2022-01-13 07:00:00,2022-01-13 07:00:00,2022,41138.73,41951.28,TP2,64.53,1.38,9449.22,0.0,11.6,True,39380.0,43957.0
2022-01-13 21:00:00,2022-01-13 23:00:00,2022,41258.74,40917.39,SL,-1.3,-0.03,9447.92,2.0,5.5,True,40403.0,42613.0
