entrada_time,salida_time,año,mes,regime,precio_entrada,precio_salida,resultado,pnl_usd,pnl_pct,capital,duracion_h,rango_imp,tp1_hit
2021-02-21 05:00:00,2021-02-21 05:00:00,2021,2021-02,RECUPERACION,47172.51,46185.22,SL,-103.75,-2.09,9810.77,0.0,3.11,False
2021-02-27 11:00:00,2021-02-27 12:00:00,2021,2021-02,BULL_FUERTE,48616.83,49624.15,TP2,72.18,1.47,9882.95,1.0,11.34,True
2021-02-28 03:00:00,2021-02-28 04:00:00,2021,2021-02,BULL_FUERTE,49927.75,50763.13,TP2,53.13,1.08,9936.08,1.0,4.77,True
2021-03-03 15:00:00,2021-03-03 21:00:00,2021,2021-03,BULL_FUERTE,59740.96,60911.1,TP2,67.51,1.36,10003.59,6.0,12.3,True
2021-03-04 09:00:00,2021-03-04 10:00:00,2021,2021-03,BULL_FUERTE,63456.83,62979.09,SL,2.38,0.05,10005.97,1.0,3.44,True
2021-03-05 17:00:00,2021-03-05 20:00:00,2021,2021-03,BULL_FUERTE,61062.62,62388.12,TP2,78.53,1.57,10084.5,3.0,8.28,True
2021-03-06 07:00:00,2021-03-06 07:00:00,2021,2021-03,BULL_FUERTE,61826.59,61083.18,SL,-60.63,-1.2,10023.87,0.0,4.04,False
2021-03-07 09:00:00,2021-03-07 11:00:00,2021,2021-03,RECUPERACION,59864.94,59396.06,SL,-39.26,-0.78,9984.62,2.0,5.63,False
2021-03-11 20:00:00,2021-03-11 21:00:00,2021,2021-03,BULL_FUERTE,67624.39,68629.6,TP2,44.41,0.89,10029.02,1.0,9.04,True
2021-03-12 14:00:00,2021-03-12 14:00:00,2021,2021-03,BULL_FUERTE,69227.08,70346.01,TP2,51.08,1.02,10080.1,0.0,5.18,True
2021-03-14 14:00:00,2021-03-14 15:00:00,2021,2021-03,BULL_FUERTE,69525.68,70537.57,TP2,43.27,0.86,10123.38,1.0,8.41,True
2021-03-16 06:00:00,2021-03-16 08:00:00,2021,2021-03,BULL_FUERTE,77901.64,76991.17,SL,-18.82,-0.37,10104.56,2.0,8.11,True
2021-03-17 13:00:00,2021-03-17 14:00:00,2021,2021-03,BULL_FUERTE,76347.72,75677.08,SL,-44.38,-0.88,10060.18,1.0,6.05,False
2021-03-23 22:00:00,2021-03-24 03:00:00,2021,2021-03,RECUPERACION,71261.58,72833.0,TP2,80.68,1.6,10140.86,5.0,6.71,True
2021-03-25 10:00:00,2021-03-25 10:00:00,2021,2021-03,BULL_FUERTE,75489.04,76589.81,TP2,43.68,0.86,10184.54,0.0,6.83,True
2021-03-26 00:00:00,2021-03-26 07:00:00,2021,2021-03,BULL_FUERTE,76679.21,77817.38,TP2,45.19,0.89,10229.72,7.0,4.93,True
2021-03-27 07:00:00,2021-03-27 08:00:00,2021,2021-03,BULL_FUERTE,76285.37,75570.75,SL,-47.91,-0.94,10181.81,1.0,4.33,False
2021-04-24 13:00:00,2021-04-24 13:00:00,2021,2021-04,RECUPERACION,36990.6,37667.79,TP2,62.7,1.23,10244.51,0.0,7.54,True
2021-04-25 14:00:00,2021-04-25 14:00:00,2021,2021-04,BULL_MODERADO,36449.3,36176.6,SL,-38.32,-0.75,10206.19,0.0,6.85,False
2021-04-27 12:00:00,2021-04-27 14:00:00,2021,2021-04,BULL_FUERTE,37400.86,38024.05,TP2,54.51,1.07,10260.7,2.0,5.66,True
2021-05-06 21:00:00,2021-05-06 21:00:00,2021,2021-05,BULL_FUERTE,38249.24,37995.93,SL,-33.98,-0.66,10226.72,0.0,5.64,False
2021-05-09 06:00:00,2021-05-09 07:00:00,2021,2021-05,BULL_FUERTE,35924.65,36533.01,TP2,56.0,1.1,10282.73,1.0,13.16,True
2021-05-10 09:00:00,2021-05-10 09:00:00,2021,2021-05,BULL_FUERTE,37635.96,37121.66,SL,-70.26,-1.37,10212.47,0.0,3.79,False
2021-05-12 17:00:00,2021-05-12 17:00:00,2021,2021-05,BULL_FUERTE,37681.47,37957.5,TP2,7.15,0.14,10219.62,0.0,7.8,True
2021-05-13 02:00:00,2021-05-13 02:00:00,2021,2021-05,BULL_FUERTE,38539.74,37968.21,SL,-75.78,-1.48,10143.84,0.0,18.0,False
2021-05-13 11:00:00,2021-05-13 15:00:00,2021,2021-05,BULL_FUERTE,38055.86,37805.44,SL,7.26,0.14,10151.1,4.0,6.98,True
2021-06-04 20:00:00,2021-06-04 22:00:00,2021,2021-06,BULL_FUERTE,34314.47,34831.52,TP2,46.17,0.91,10197.27,2.0,14.34,True
2021-06-09 04:00:00,2021-06-09 04:00:00,2021,2021-06,BULL_FUERTE,35768.54,35180.6,SL,-83.81,-1.64,10113.46,0.0,11.94,False
2021-06-14 21:00:00,2021-06-14 21:00:00,2021,2021-06,RECUPERACION,34054.99,34444.48,TP2,27.75,0.55,10141.21,0.0,7.01,True
2021-06-15 12:00:00,2021-06-15 12:00:00,2021,2021-06,BULL_FUERTE,34947.49,35362.23,TP2,29.99,0.59,10171.21,0.0,10.0,True
2021-06-15 20:00:00,2021-06-15 20:00:00,2021,2021-06,BULL_FUERTE,35341.43,35891.72,TP2,48.81,0.96,10220.01,0.0,4.75,True
2021-06-18 03:00:00,2021-06-18 03:00:00,2021,2021-06,BULL_FUERTE,36674.28,36969.61,TP2,10.85,0.21,10230.86,0.0,10.26,True
2021-06-19 22:00:00,2021-06-19 23:00:00,2021,2021-06,BULL_FUERTE,39095.96,39739.07,TP2,53.56,1.05,10284.42,1.0,6.78,True
2021-06-22 08:00:00,2021-06-22 08:00:00,2021,2021-06,BULL_FUERTE,39667.75,40235.46,TP2,42.91,0.83,10327.33,0.0,5.73,True
2021-06-25 11:00:00,2021-06-25 11:00:00,2021,2021-06,BULL_FUERTE,41168.55,41865.48,TP2,56.52,1.09,10383.86,0.0,3.3,True
2021-06-25 20:00:00,2021-06-25 20:00:00,2021,2021-06,BULL_FUERTE,42997.62,43502.58,TP2,30.07,0.58,10413.93,0.0,15.47,True
2021-07-01 09:00:00,2021-07-01 09:00:00,2021,2021-07,RECUPERACION,41241.76,41957.24,TP2,59.17,1.14,10473.1,0.0,9.81,True
2021-07-04 03:00:00,2021-07-04 05:00:00,2021,2021-07,RECUPERACION,41941.12,42842.77,TP2,81.11,1.55,10554.21,2.0,6.68,True
2021-07-08 11:00:00,2021-07-08 16:00:00,2021,2021-07,RECUPERACION,39976.82,39491.19,SL,-22.06,-0.42,10532.15,5.0,7.56,True
2021-07-09 11:00:00,2021-07-09 15:00:00,2021,2021-07,RECUPERACION,41099.85,40811.17,SL,5.18,0.1,10537.33,4.0,7.17,True
2021-07-11 14:00:00,2021-07-11 18:00:00,2021,2021-07,RECUPERACION,40168.75,39889.62,SL,5.58,0.11,10542.91,4.0,6.02,True
2021-07-15 05:00:00,2021-07-15 11:00:00,2021,2021-07,BULL_FUERTE,40911.61,40555.3,SL,-3.77,-0.07,10539.14,6.0,4.04,True
2021-07-16 12:00:00,2021-07-16 13:00:00,2021,2021-07,BULL_FUERTE,41359.78,42134.24,TP2,67.09,1.27,10606.24,1.0,5.23,True
2021-07-19 22:00:00,2021-07-19 22:00:00,2021,2021-07,BULL_FUERTE,41793.53,42380.11,TP2,42.8,0.81,10649.04,0.0,7.04,True
2021-07-20 09:00:00,2021-07-20 10:00:00,2021,2021-07,BULL_FUERTE,43133.57,42607.16,SL,-64.98,-1.22,10584.05,1.0,8.18,False
2021-07-22 08:00:00,2021-07-22 09:00:00,2021,2021-07,RECUPERACION,42261.85,41754.38,SL,-63.55,-1.2,10520.51,1.0,3.08,False
2021-07-23 01:00:00,2021-07-23 03:00:00,2021,2021-07,BULL_MODERADO,41933.13,42802.49,TP2,77.47,1.47,10597.98,2.0,7.77,True
2021-07-25 23:00:00,2021-07-25 23:00:00,2021,2021-07,BULL_FUERTE,42493.28,42056.44,SL,-54.47,-1.03,10543.51,0.0,3.67,False
2021-08-01 23:00:00,2021-08-01 23:00:00,2021,2021-08,BULL_FUERTE,47410.01,47109.3,SL,-33.44,-0.63,10510.07,0.0,9.81,False
2021-08-04 00:00:00,2021-08-04 03:00:00,2021,2021-08,BULL_FUERTE,45761.05,45352.41,SL,-4.93,-0.09,10505.14,3.0,7.31,True
2021-08-04 14:00:00,2021-08-04 14:00:00,2021,2021-08,RECUPERACION,45391.49,45061.35,SL,-38.2,-0.73,10466.94,0.0,4.25,False
2021-08-06 01:00:00,2021-08-06 01:00:00,2021,2021-08,RECUPERACION,44593.4,45273.74,TP2,48.59,0.93,10515.53,0.0,5.1,True
2021-08-06 12:00:00,2021-08-06 14:00:00,2021,2021-08,RECUPERACION,44657.28,44259.73,SL,-4.78,-0.09,10510.75,2.0,6.01,True
2021-08-08 23:00:00,2021-08-08 23:00:00,2021,2021-08,BULL_FUERTE,45377.18,45980.13,TP2,38.51,0.73,10549.25,0.0,11.57,True
2021-08-09 11:00:00,2021-08-09 11:00:00,2021,2021-08,BULL_FUERTE,47209.96,46440.17,SL,-86.01,-1.63,10463.25,0.0,6.28,False
2021-08-10 02:00:00,2021-08-10 03:00:00,2021,2021-08,RECUPERACION,45645.05,45330.02,SL,-36.11,-0.69,10427.14,1.0,7.34,False
2021-08-10 19:00:00,2021-08-10 22:00:00,2021,2021-08,RECUPERACION,45618.65,46497.26,TP2,69.15,1.33,10496.29,3.0,4.66,True
2021-08-11 16:00:00,2021-08-11 16:00:00,2021,2021-08,BULL_FUERTE,45723.87,46487.26,TP2,56.23,1.07,10552.53,0.0,6.02,True
2021-08-12 00:00:00,2021-08-12 00:00:00,2021,2021-08,BULL_FUERTE,46456.81,46064.48,SL,-44.56,-0.84,10507.97,0.0,9.06,False
2021-08-13 13:00:00,2021-08-13 13:00:00,2021,2021-08,BULL_MODERADO,46273.99,45418.83,SL,-97.1,-1.85,10410.87,0.0,5.55,False
2021-08-14 16:00:00,2021-08-14 18:00:00,2021,2021-08,BULL_FUERTE,46429.74,47072.58,TP2,41.03,0.79,10451.9,2.0,5.82,True
2021-08-15 08:00:00,2021-08-15 11:00:00,2021,2021-08,BULL_FUERTE,46903.83,46223.43,SL,-34.28,-0.66,10417.63,3.0,4.28,True
2021-08-23 18:00:00,2021-08-24 01:00:00,2021,2021-08,RECUPERACION,44674.13,44208.09,SL,-12.77,-0.25,10404.86,7.0,15.18,True
2021-08-24 18:00:00,2021-08-24 18:00:00,2021,2021-08,RECUPERACION,44814.79,44407.3,SL,-47.3,-0.91,10357.55,0.0,6.31,False
2021-09-04 20:00:00,2021-09-04 21:00:00,2021,2021-09,BULL_FUERTE,44259.02,45114.4,TP2,69.04,1.33,10426.59,1.0,6.3,True
2021-09-05 10:00:00,2021-09-05 10:00:00,2021,2021-09,BULL_FUERTE,46104.63,45477.51,SL,-70.91,-1.36,10355.68,0.0,9.15,False
2021-09-08 17:00:00,2021-09-08 17:00:00,2021,2021-09,BULL_FUERTE,46414.62,46116.39,SL,-33.27,-0.64,10322.41,0.0,7.24,False
2021-09-09 07:00:00,2021-09-09 10:00:00,2021,2021-09,RECUPERACION,45011.09,44367.69,SL,-32.75,-0.63,10289.66,3.0,3.95,True
2021-09-23 09:00:00,2021-09-23 10:00:00,2021,2021-09,BULL_FUERTE,43436.92,43915.31,TP2,26.07,0.51,10315.73,1.0,5.99,True
2021-09-24 08:00:00,2021-09-24 10:00:00,2021,2021-09,BULL_FUERTE,43985.84,44691.26,TP2,51.89,1.01,10367.62,2.0,3.94,True
2021-09-27 22:00:00,2021-09-27 22:00:00,2021,2021-09,BULL_FUERTE,45901.84,45401.23,SL,-56.54,-1.09,10311.08,0.0,8.84,False
2021-09-28 07:00:00,2021-09-28 08:00:00,2021,2021-09,BULL_FUERTE,47613.88,48376.3,TP2,51.74,1.0,10362.82,1.0,3.64,True
2021-09-30 20:00:00,2021-09-30 21:00:00,2021,2021-09,BULL_FUERTE,47220.97,46656.96,SL,-20.6,-0.4,10342.22,1.0,9.82,True
2021-10-03 11:00:00,2021-10-03 11:00:00,2021,2021-10,BULL_FUERTE,62310.75,61303.8,SL,-83.57,-1.62,10258.66,0.0,4.11,False
2021-10-03 20:00:00,2021-10-03 20:00:00,2021,2021-10,BULL_FUERTE,61711.2,61164.34,SL,-45.45,-0.89,10213.2,0.0,6.25,False
2021-10-06 16:00:00,2021-10-06 16:00:00,2021,2021-10,BULL_FUERTE,64189.85,63618.18,SL,-45.48,-0.89,10167.72,0.0,5.66,False
2021-10-07 07:00:00,2021-10-07 07:00:00,2021,2021-10,BULL_FUERTE,64838.2,63922.79,SL,-71.78,-1.41,10095.95,0.0,3.95,False
2021-10-07 20:00:00,2021-10-07 23:00:00,2021,2021-10,BULL_FUERTE,64844.97,63566.18,SL,-59.64,-1.18,10036.3,3.0,7.26,True
2021-10-15 03:00:00,2021-10-15 03:00:00,2021,2021-10,BULL_FUERTE,62959.11,62487.36,SL,-37.6,-0.75,9998.7,0.0,14.09,False
2021-10-17 12:00:00,2021-10-17 15:00:00,2021,2021-10,BULL_FUERTE,66207.6,65674.44,SL,-0.27,-0.01,9998.44,3.0,4.27,True
2021-10-20 10:00:00,2021-10-20 11:00:00,2021,2021-10,RECUPERACION,62591.69,63173.16,TP2,16.76,0.34,10015.2,1.0,8.0,True
2021-10-20 18:00:00,2021-10-20 20:00:00,2021,2021-10,BULL_FUERTE,62644.99,62144.45,SL,-40.01,-0.8,9975.19,2.0,9.16,False
2021-11-03 16:00:00,2021-11-03 18:00:00,2021,2021-11,BULL_FUERTE,61358.7,60380.26,SL,-39.95,-0.8,9935.24,2.0,3.15,True
2021-11-04 09:00:00,2021-11-04 11:00:00,2021,2021-11,BULL_FUERTE,60715.41,60339.38,SL,9.05,0.18,9944.28,2.0,9.24,True
2021-11-07 04:00:00,2021-11-07 04:00:00,2021,2021-11,BULL_FUERTE,73358.95,72185.29,SL,-79.55,-1.6,9864.74,0.0,6.98,False
2021-11-18 16:00:00,2021-11-18 16:00:00,2021,2021-11,BULL_FUERTE,68721.77,68615.9,SL,-7.6,-0.15,9857.14,0.0,22.11,False
2021-11-19 23:00:00,2021-11-19 23:00:00,2021,2021-11,BULL_FUERTE,69906.67,68698.22,SL,-85.2,-1.73,9771.94,0.0,7.15,False
2021-11-20 06:00:00,2021-11-20 07:00:00,2021,2021-11,BULL_FUERTE,70055.23,69130.23,SL,-64.51,-1.32,9707.42,1.0,4.56,False
2021-11-21 14:00:00,2021-11-21 14:00:00,2021,2021-11,BULL_FUERTE,69620.6,68076.36,SL,-107.66,-2.22,9599.77,0.0,10.12,False
2021-11-22 07:00:00,2021-11-22 09:00:00,2021,2021-11,BULL_FUERTE,70066.71,68955.0,SL,-38.06,-0.79,9561.7,2.0,6.41,True
2021-11-24 04:00:00,2021-11-24 04:00:00,2021,2021-11,BULL_FUERTE,72343.24,73396.1,TP2,41.05,0.86,9602.75,0.0,8.47,True
2021-11-24 19:00:00,2021-11-24 19:00:00,2021,2021-11,BULL_FUERTE,74144.66,73069.88,SL,-69.6,-1.45,9533.15,0.0,5.72,False
2021-11-25 16:00:00,2021-11-25 16:00:00,2021,2021-11,BULL_FUERTE,75361.16,76316.94,TP2,32.06,0.67,9565.21,0.0,6.56,True
2021-11-27 23:00:00,2021-11-28 04:00:00,2021,2021-11,BULL_FUERTE,75648.98,74671.71,SL,-23.71,-0.5,9541.5,5.0,12.25,True
2021-11-29 07:00:00,2021-11-29 08:00:00,2021,2021-11,BULL_FUERTE,77300.43,78444.44,TP2,42.13,0.88,9583.62,1.0,3.95,True
2021-12-22 09:00:00,2021-12-22 09:00:00,2021,2021-12,BULL_FUERTE,35864.78,35505.86,SL,-47.95,-1.0,9535.67,0.0,7.54,False
2021-12-23 06:00:00,2021-12-23 07:00:00,2021,2021-12,BULL_FUERTE,34988.08,34763.02,SL,-30.67,-0.64,9505.0,1.0,5.93,False
2021-12-24 00:00:00,2021-12-24 02:00:00,2021,2021-12,BULL_FUERTE,34956.49,34711.35,SL,4.73,0.1,9509.73,2.0,6.87,True
2021-12-24 13:00:00,2021-12-24 16:00:00,2021,2021-12,RECUPERACION,34807.55,34364.26,SL,-22.7,-0.48,9487.03,3.0,3.74,True
2021-12-28 04:00:00,2021-12-28 07:00:00,2021,2021-12,BULL_FUERTE,34267.1,33656.1,SL,-47.01,-0.99,9440.02,3.0,15.1,True
2022-01-04 02:00:00,2022-01-04 02:00:00,2022,2022-01,BULL_FUERTE,43058.99,43465.22,TP2,16.5,0.35,9456.53,0.0,6.52,True
2022-01-04 11:00:00,2022-01-04 13:00:00,2022,2022-01,BULL_FUERTE,43623.81,44513.45,TP2,68.04,1.44,9524.57,2.0,5.86,True
2022-01-06 03:00:00,2022-01-06 03:00:00,2022,2022-01,BULL_FUERTE,43624.53,44380.93,TP2,54.07,1.14,9578.64,0.0,5.6,True
2022-01-10 05:00:00,2022-01-10 06:00:00,2022,2022-01,BULL_FUERTE,42064.9,41651.53,SL,-47.06,-0.98,9531.58,1.0,4.06,False
2022-01-12 12:00:00,2022-01-12 13:00:00,2022,2022-01,BULL_FUERTE,42160.86,43031.64,TP2,69.82,1.46,9601.4,1.0,4.48,True
2022-01-12 23:00:00,2022-01-13 00:00:00,2022,2022-01,BULL_FUERTE,41356.56,41912.83,TP2,35.95,0.75,9637.35,1.0,7.17,True
2022-01-14 09:00:00,2022-01-14 11:00:00,2022,2022-01,BULL_MODERADO,41413.13,40799.68,SL,-33.09,-0.69,9604.26,2.0,11.62,True
2022-01-31 03:00:00,2022-01-31 04:00:00,2022,2022-01,BULL_FUERTE,38841.45,38553.5,SL,2.84,0.06,9607.1,1.0,5.62,True
2022-01-31 15:00:00,2022-01-31 16:00:00,2022,2022-01,BULL_FUERTE,39201.1,38939.38,SL,-32.07,-0.67,9575.03,1.0,6.41,False
2022-02-03 14:00:00,2022-02-03 16:00:00,2022,2022-02,BULL_FUERTE,43815.3,43306.05,SL,-17.48,-0.37,9557.54,2.0,5.59,True
2022-02-23 11:00:00,2022-02-23 11:00:00,2022,2022-02,BULL_FUERTE,37565.11,38225.84,TP2,55.45,1.16,9612.99,0.0,8.54,True
2022-02-24 10:00:00,2022-02-24 10:00:00,2022,2022-02,BULL_FUERTE,37081.58,36696.96,SL,-49.85,-1.04,9563.14,0.0,4.19,False
2022-02-25 22:00:00,2022-02-26 03:00:00,2022,2022-02,BULL_FUERTE,39139.34,38608.41,SL,-26.83,-0.56,9536.31,5.0,7.24,True
2022-03-02 04:00:00,2022-03-02 04:00:00,2022,2022-03,BULL_FUERTE,46347.94,45877.54,SL,-48.39,-1.01,9487.92,0.0,2.72,False
2022-03-04 10:00:00,2022-03-04 11:00:00,2022,2022-03,BULL_FUERTE,43868.57,44711.3,TP2,62.69,1.32,9550.61,1.0,4.3,True
2022-03-04 22:00:00,2022-03-04 22:00:00,2022,2022-03,BULL_FUERTE,44090.04,43785.13,SL,-33.02,-0.69,9517.59,0.0,4.77,False
2022-03-09 07:00:00,2022-03-09 08:00:00,2022,2022-03,BULL_FUERTE,55881.16,55366.64,SL,-43.82,-0.92,9473.77,1.0,6.78,False
2022-03-10 13:00:00,2022-03-10 17:00:00,2022,2022-03,BULL_FUERTE,55441.47,56349.73,TP2,49.28,1.04,9523.05,4.0,4.78,True
2022-03-11 18:00:00,2022-03-12 01:00:00,2022,2022-03,BULL_FUERTE,55500.69,55011.09,SL,-3.94,-0.08,9519.11,7.0,5.16,True
2022-03-14 02:00:00,2022-03-14 02:00:00,2022,2022-03,BULL_FUERTE,57548.46,57159.45,SL,-32.17,-0.68,9486.93,0.0,4.28,False
2022-03-19 01:00:00,2022-03-19 02:00:00,2022,2022-03,BULL_FUERTE,58975.63,58267.84,SL,-19.13,-0.4,9467.8,1.0,9.62,True
2022-03-20 12:00:00,2022-03-20 12:00:00,2022,2022-03,BULL_FUERTE,60319.55,59915.9,SL,-31.68,-0.67,9436.12,0.0,10.49,False
2022-03-21 05:00:00,2022-03-21 08:00:00,2022,2022-03,BULL_FUERTE,60557.35,59969.22,SL,-8.14,-0.17,9427.98,3.0,3.97,True
2022-04-07 15:00:00,2022-04-07 16:00:00,2022,2022-04,BULL_FUERTE,48776.72,49653.96,TP2,56.55,1.2,9484.53,1.0,3.52,True
2022-04-08 18:00:00,2022-04-08 18:00:00,2022,2022-04,BULL_FUERTE,49404.35,48933.62,SL,-45.18,-0.95,9439.35,0.0,6.9,False
2022-04-10 02:00:00,2022-04-10 02:00:00,2022,2022-04,BULL_FUERTE,48881.71,48496.62,SL,-37.18,-0.79,9402.17,0.0,2.91,False
2022-04-12 00:00:00,2022-04-12 00:00:00,2022,2022-04,RECUPERACION,49187.25,48717.62,SL,-44.88,-0.95,9357.28,0.0,7.15,False
2022-04-12 09:00:00,2022-04-12 10:00:00,2022,2022-04,BULL_FUERTE,48784.9,49675.62,TP2,57.4,1.23,9414.68,1.0,5.9,True
2022-04-12 17:00:00,2022-04-12 17:00:00,2022,2022-04,RECUPERACION,48906.46,48232.65,SL,-64.86,-1.38,9349.83,0.0,3.96,False
2022-04-20 08:00:00,2022-04-20 09:00:00,2022,2022-04,BULL_FUERTE,48456.71,48002.33,SL,-6.49,-0.14,9343.34,1.0,8.46,True
2022-04-24 01:00:00,2022-04-24 01:00:00,2022,2022-04,BULL_FUERTE,50812.06,50172.39,SL,-58.81,-1.26,9284.52,0.0,5.84,False
2022-04-24 19:00:00,2022-04-24 19:00:00,2022,2022-04,BULL_FUERTE,51989.55,52646.8,TP2,31.03,0.67,9315.56,0.0,4.74,True
2022-04-26 20:00:00,2022-04-26 20:00:00,2022,2022-04,BULL_FUERTE,51189.18,50610.63,SL,-52.64,-1.13,9262.92,0.0,7.75,False
2022-05-15 02:00:00,2022-05-15 03:00:00,2022,2022-05,RECUPERACION,32262.56,32681.89,TP2,32.6,0.7,9295.51,1.0,8.42,True
2022-05-15 17:00:00,2022-05-15 17:00:00,2022,2022-05,RECUPERACION,31393.52,31995.42,TP2,61.25,1.32,9356.76,0.0,5.74,True
2022-05-17 10:00:00,2022-05-17 10:00:00,2022,2022-05,RECUPERACION,31505.57,31064.78,SL,-65.45,-1.4,9291.31,0.0,10.3,False
2022-05-18 20:00:00,2022-05-18 20:00:00,2022,2022-05,BULL_FUERTE,31731.35,31500.37,SL,-33.82,-0.73,9257.49,0.0,10.09,False
2022-06-14 06:00:00,2022-06-14 06:00:00,2022,2022-06,RECUPERACION,17859.81,17588.28,SL,-70.37,-1.52,9187.12,0.0,15.74,False
2022-06-15 04:00:00,2022-06-15 04:00:00,2022,2022-06,BULL_FUERTE,17705.02,17518.86,SL,-48.3,-1.05,9138.82,0.0,8.98,False
2022-06-18 06:00:00,2022-06-18 07:00:00,2022,2022-06,RECUPERACION,17585.1,17274.85,SL,-44.42,-0.97,9094.4,1.0,7.71,True
2022-06-24 22:00:00,2022-06-24 22:00:00,2022,2022-06,RECUPERACION,17001.12,16817.69,SL,-49.06,-1.08,9045.34,0.0,11.99,False
2022-06-25 22:00:00,2022-06-25 22:00:00,2022,2022-06,RECUPERACION,16048.65,15689.26,SL,-101.28,-2.24,8944.06,0.0,13.05,False
2022-06-29 22:00:00,2022-06-29 22:00:00,2022,2022-06,BULL_FUERTE,16505.43,16840.44,TP2,63.93,1.43,9007.99,0.0,9.42,True
2022-07-06 03:00:00,2022-07-06 03:00:00,2022,2022-07,BULL_FUERTE,24478.48,24134.45,SL,-63.3,-1.41,8944.69,0.0,12.24,False
2022-07-06 10:00:00,2022-07-06 10:00:00,2022,2022-07,BULL_FUERTE,25060.03,25543.36,TP2,59.44,1.33,9004.13,0.0,6.81,True
2022-07-30 17:00:00,2022-07-30 18:00:00,2022,2022-07,RECUPERACION,14896.17,14914.48,TP2,-20.98,-0.47,8983.15,1.0,5.3,True
2022-08-02 15:00:00,2022-08-02 20:00:00,2022,2022-08,BULL_FUERTE,18959.3,18718.88,SL,-21.19,-0.47,8961.96,5.0,8.36,True
2022-08-06 11:00:00,2022-08-06 12:00:00,2022,2022-08,BULL_FUERTE,17813.71,18126.25,TP2,51.8,1.16,9013.75,1.0,10.61,True
2022-08-06 19:00:00,2022-08-06 19:00:00,2022,2022-08,BULL_FUERTE,18714.75,18537.7,SL,-42.64,-0.95,8971.12,0.0,6.29,False
2022-08-07 03:00:00,2022-08-07 03:00:00,2022,2022-08,BULL_FUERTE,18848.91,18667.77,SL,-43.11,-0.96,8928.01,0.0,5.44,False
2022-08-10 15:00:00,2022-08-10 15:00:00,2022,2022-08,BULL_FUERTE,19066.01,19343.01,TP2,38.21,0.86,8966.22,0.0,6.15,True
2022-08-11 01:00:00,2022-08-11 01:00:00,2022,2022-08,RECUPERACION,18364.29,18227.59,SL,-33.37,-0.74,8932.85,0.0,4.89,False
2022-08-12 17:00:00,2022-08-12 19:00:00,2022,2022-08,BULL_FUERTE,18688.7,18931.69,TP2,31.46,0.7,8964.31,2.0,11.03,True
